Sub-Sub-Title,Sub-Title,Team,bandera,bullet_id,commentId,country,fecha,formatted,id,source_file
,,mejora continua y scheme enablers,Visa,6778293518e6d7a1d34eae3e_3,6778293518e6d7a1d34eae3e,MLA,2025-Q1,soporte mcc aliexpress mlp + fup notificación visa mla x adecuación de mcc,6778293518e6d7a1d34eae3e_3,6778293518e6d7a1d34eae3e.json
,,mejora continua y scheme enablers,Otra,6778293518e6d7a1d34eae3e_2,6778293518e6d7a1d34eae3e,CORP,2025-Q1,reportes q4 2024,6778293518e6d7a1d34eae3e_2,6778293518e6d7a1d34eae3e.json
,,mejora continua y scheme enablers,Otra,6778293518e6d7a1d34eae3e_1,6778293518e6d7a1d34eae3e,CORP,2025-Q1,fee de riesgo y cac,6778293518e6d7a1d34eae3e_1,6778293518e6d7a1d34eae3e.json
,,mejora continua y scheme enablers,Otra,677b2ecc5dfc1a6bc7ecbb0e_4,677b2ecc5dfc1a6bc7ecbb0e,CORP,2025-Q1,ownboarding noe,677b2ecc5dfc1a6bc7ecbb0e_4,677b2ecc5dfc1a6bc7ecbb0e.json
,,mejora continua y scheme enablers,Otra,6781404e06c6f5846b7b774d_2,6781404e06c6f5846b7b774d,MLM,2025-Q1,mesas legales sites mlm/mlb/mco,6781404e06c6f5846b7b774d_2,6781404e06c6f5846b7b774d.json
,,mejora continua y scheme enablers,Otra,6781404e06c6f5846b7b774d_3,6781404e06c6f5846b7b774d,MLA,2025-Q1,bau: fu compliance case mcc miscoding génova mla + finalización presentación reportes qmr/qoc,6781404e06c6f5846b7b774d_3,6781404e06c6f5846b7b774d.json
,planning y mejora continua,mejora continua y scheme enablers,Otra,678175bbdd1d9672abb90100_3,678175bbdd1d9672abb90100,CORP,2025-Q1,ownboarding noe + presentación impacto tte + reunión con team smart routing --> analizar oportunidades de mejora,678175bbdd1d9672abb90100_3,678175bbdd1d9672abb90100.json
,,mejora continua y scheme enablers,Otra,677b2ecc5dfc1a6bc7ecbb0e_2,677b2ecc5dfc1a6bc7ecbb0e,CORP,2025-Q1,resultados genova dic 2024 preparar seguimiento prosa 2025,677b2ecc5dfc1a6bc7ecbb0e_2,677b2ecc5dfc1a6bc7ecbb0e.json
,,mejora continua y scheme enablers,Otra,6781404e06c6f5846b7b774d_1,6781404e06c6f5846b7b774d,CORP,2025-Q1,monthly deck se diciembre 2024,6781404e06c6f5846b7b774d_1,6781404e06c6f5846b7b774d.json
,,mejora continua y scheme enablers,Otra,677b2ecc5dfc1a6bc7ecbb0e_1,677b2ecc5dfc1a6bc7ecbb0e,CORP,2025-Q1,alvaro out of office por esta semana,677b2ecc5dfc1a6bc7ecbb0e_1,677b2ecc5dfc1a6bc7ecbb0e.json
,,mejora continua y scheme enablers,Visa,677b2ecc5dfc1a6bc7ecbb0e_3,677b2ecc5dfc1a6bc7ecbb0e,MLA,2025-Q1,calculos fee de bandera genova y emision apoyo notificacion mcc en mla a la espera de info de visa,677b2ecc5dfc1a6bc7ecbb0e_3,677b2ecc5dfc1a6bc7ecbb0e.json
,planning y mejora continua,mejora continua y scheme enablers,Visa,678175bbdd1d9672abb90100_2,678175bbdd1d9672abb90100,MLA,2025-Q1,"presentación fee de bandera, notificación visa mla y perseguir oportunidad mlm (mcc - acs) - @camilaprandi",678175bbdd1d9672abb90100_2,678175bbdd1d9672abb90100.json
,planning y mejora continua,mejora continua y scheme enablers,Otra,678175bbdd1d9672abb90100_1,678175bbdd1d9672abb90100,MLA,2025-Q1,resultados genova dic 2024 + competitividad mla @antonelamutti1,678175bbdd1d9672abb90100_1,678175bbdd1d9672abb90100.json
,mejora continua planning,mejora continua y scheme enablers,Otra,678aad89e3dabffa441c3800_4,678aad89e3dabffa441c3800,CORP,2025-Q1,presentación impacto tte long term,678aad89e3dabffa441c3800_4,678aad89e3dabffa441c3800.json
,mejora continua planning,mejora continua y scheme enablers,Otra,678aad89e3dabffa441c3800_2,678aad89e3dabffa441c3800,MLA,2025-Q1,análisis competitividad mla + ajustes plan génova 2025,678aad89e3dabffa441c3800_2,678aad89e3dabffa441c3800.json
,mejora continua planning,mejora continua y scheme enablers,Otra,678aad89e3dabffa441c3800_3,678aad89e3dabffa441c3800,MLM,2025-Q1,empezar análisis competitividad mlm + onboarding,678aad89e3dabffa441c3800_3,678aad89e3dabffa441c3800.json
,mejora continua planning,mejora continua y scheme enablers,Otra,678aad89e3dabffa441c3800_1,678aad89e3dabffa441c3800,MLA,2025-Q1,cálculo impacto notificación mcc mla + finalizar con producto core enablers la configuración de mcc - ac en mlm,678aad89e3dabffa441c3800_1,678aad89e3dabffa441c3800.json
,,mejora continua y scheme enablers,Visa,678a9ef1b37230a2e83ca267_1,678a9ef1b37230a2e83ca267,MLB,2025-Q1,fup ajuste manual visa en mlb para corregir transacciones con asignacion incorrecta de mcc entre el 1 de agosto de 2023 y el 30 de septiembre de 2024. acompanamiento equipo mlb defensa visa y fup parent guarantee mc tc mla,678a9ef1b37230a2e83ca267_1,678a9ef1b37230a2e83ca267.json
,,mejora continua y scheme enablers,Otra,678a9ef1b37230a2e83ca267_2,678a9ef1b37230a2e83ca267,MLC,2025-Q1,armado de argumentos para recuperar sef 2024 en mlc,678a9ef1b37230a2e83ca267_2,678a9ef1b37230a2e83ca267.json
,,mejora continua y scheme enablers,Visa,678a9ef1b37230a2e83ca267_3,678a9ef1b37230a2e83ca267,CORP,2025-Q1,revision de contratos emision visa para asessment de emision cobrand mastercard,678a9ef1b37230a2e83ca267_3,678a9ef1b37230a2e83ca267.json
,planning mejora continua,mejora continua y scheme enablers,Otra,6793e8f84bab8092ae50acc9_2,6793e8f84bab8092ae50acc9,MLA,2025-Q1,plan gva 2025 final adjustments + ajuste archivo seguimientos génova y deck competitividad mla,6793e8f84bab8092ae50acc9_2,6793e8f84bab8092ae50acc9.json
,,mejora continua y scheme enablers,Mastercard,6793d0e8a7a8eafb6d0ccb44_2,6793d0e8a7a8eafb6d0ccb44,MLM,2025-Q1,fup rectificación reportes (emisión master mlm),6793d0e8a7a8eafb6d0ccb44_2,6793d0e8a7a8eafb6d0ccb44.json
,planning mejora continua,mejora continua y scheme enablers,Visa,6793e8f84bab8092ae50acc9_4,6793e8f84bab8092ae50acc9,MLB,2025-Q1,slides para presentaciones mp (marcos + bod) + fup notificacion visa mlb (equipo mlb haciendo cálculo),6793e8f84bab8092ae50acc9_4,6793e8f84bab8092ae50acc9.json
,planning mejora continua,mejora continua y scheme enablers,Visa,6793e8f84bab8092ae50acc9_1,6793e8f84bab8092ae50acc9,MLA,2025-Q1,notificación visa mla - acordar next steps + implementación cambios mcc - ac mlm + nulls de motor mcc en mlm,6793e8f84bab8092ae50acc9_1,6793e8f84bab8092ae50acc9.json
,,mejora continua y scheme enablers,Visa,6793d0e8a7a8eafb6d0ccb44_3,6793d0e8a7a8eafb6d0ccb44,MLM,2025-Q1,licencia genova visa mlm,6793d0e8a7a8eafb6d0ccb44_3,6793d0e8a7a8eafb6d0ccb44.json
,,mejora continua y scheme enablers,Mastercard,6793d0e8a7a8eafb6d0ccb44_1,6793d0e8a7a8eafb6d0ccb44,MLM,2025-Q1,fup firma mastercard term sheet y posterior armado de contrato msi genova mlm + mesa estrategia tasas,6793d0e8a7a8eafb6d0ccb44_1,6793d0e8a7a8eafb6d0ccb44.json
,planning mejora continua,mejora continua y scheme enablers,Otra,6793e8f84bab8092ae50acc9_3,6793e8f84bab8092ae50acc9,MLM,2025-Q1,ownboarding + deck competitividad mlm (foco débito),6793e8f84bab8092ae50acc9_3,6793e8f84bab8092ae50acc9.json
,planning mejora continua,mejora continua y scheme enablers,Visa,67a0184b8cbd9637f110e83a_4,67a0184b8cbd9637f110e83a,MLB,2025-Q1,seguimiento cálculos de retroactivo visa mlb seguimiento notificación visa mlb,67a0184b8cbd9637f110e83a_4,67a0184b8cbd9637f110e83a.json
,planning mejora continua,mejora continua y scheme enablers,Otra,67a0184b8cbd9637f110e83a_3,67a0184b8cbd9637f110e83a,CORP,2025-Q1,resultados génova enero 25 redo weekly genova @antonelamutti1,67a0184b8cbd9637f110e83a_3,67a0184b8cbd9637f110e83a.json
,vacaciones cami g,mejora continua y scheme enablers,Visa,679d2e34a0e05afb77de1596_2,679d2e34a0e05afb77de1596,CORP,2025-Q1,kick off bpp off y fu track virp visa,679d2e34a0e05afb77de1596_2,679d2e34a0e05afb77de1596.json
,vacaciones cami g,mejora continua y scheme enablers,Otra,679d2e34a0e05afb77de1596_1,679d2e34a0e05afb77de1596,MLA,2025-Q1,alineación estrategia y armado respuesta mcc miscoding mla (deadline 10/02),679d2e34a0e05afb77de1596_1,679d2e34a0e05afb77de1596.json
,vacaciones cami g,mejora continua y scheme enablers,Visa,679d2e34a0e05afb77de1596_3,679d2e34a0e05afb77de1596,MLM,2025-Q1,inicio track licencing génova mlm visa + oficio cofece,679d2e34a0e05afb77de1596_3,679d2e34a0e05afb77de1596.json
,planning mejora continua,mejora continua y scheme enablers,Otra,67a0184b8cbd9637f110e83a_2,67a0184b8cbd9637f110e83a,MLA,2025-Q1,calculos de fee de bandera adquirencia y emisión cerrar presentación de impacto de notificación de mla @camilaprandi,67a0184b8cbd9637f110e83a_2,67a0184b8cbd9637f110e83a.json
,planning mejora continua,mejora continua y scheme enablers,Mastercard,67a0184b8cbd9637f110e83a_1,67a0184b8cbd9637f110e83a,MLM,2025-Q1,reunión mlm solicitar cambio ruteo mccs económicos del emisor santander de vuelta al switch de master para débito crédito ok impacto nuevo mandate de tokenización @noelialoza3,67a0184b8cbd9637f110e83a_1,67a0184b8cbd9637f110e83a.json
,prioridades,mejora continua y scheme enablers,otra,67a611c9d63312913176d8fb_1,67a611c9d63312913176d8fb,corp,2025-Q1,alineamiento defensa appeal virp (eta 13/02),67a611c9d63312913176d8fb_1,67a611c9d63312913176d8fb.json
,,mejora continua y scheme enablers,Otra,67a97107044104df7e3c2c2a_2,67a97107044104df7e3c2c2a,CORP,2025-Q1,cerrar resultados génova + rediseño weekly génova,67a97107044104df7e3c2c2a_2,67a97107044104df7e3c2c2a.json
,,mejora continua y scheme enablers,Mastercard,67a97107044104df7e3c2c2a_1,67a97107044104df7e3c2c2a,MLA,2025-Q1,controles de fee de bandera + cálculo fino de fee de bandera marginal mastercard y visa credit en mla,67a97107044104df7e3c2c2a_1,67a97107044104df7e3c2c2a.json
,prioridades,mejora continua y scheme enablers,otra,67a611c9d63312913176d8fb_3,67a611c9d63312913176d8fb,mlc,2025-Q1,kick off tc mlc,67a611c9d63312913176d8fb_3,67a611c9d63312913176d8fb.json
,,mejora continua y scheme enablers,Otra,67a97107044104df7e3c2c2a_4,67a97107044104df7e3c2c2a,MLA,2025-Q1,análisis de impacto en acquiring tc mla,67a97107044104df7e3c2c2a_4,67a97107044104df7e3c2c2a.json
,prioridades,mejora continua y scheme enablers,otra,67a611c9d63312913176d8fb_2,67a611c9d63312913176d8fb,mla,2025-Q1,track parent guarantee mla,67a611c9d63312913176d8fb_2,67a611c9d63312913176d8fb.json
,,mejora continua y scheme enablers,Visa,67a97107044104df7e3c2c2a_3,67a97107044104df7e3c2c2a,MLB,2025-Q1,empezar track de prop de incentivo visa mlb,67a97107044104df7e3c2c2a_3,67a97107044104df7e3c2c2a.json
,,mejora continua y scheme enablers,Otra,67af7c5f3aedbaf8299719c7_3,67af7c5f3aedbaf8299719c7,CORP,2025-Q1,fu nuevas licencias reportería,67af7c5f3aedbaf8299719c7_3,67af7c5f3aedbaf8299719c7.json
,mejora planning,mejora continua y scheme enablers,Mastercard,67b2ab9448de85b830607fd0_3,67b2ab9448de85b830607fd0,MLA,2025-Q1,afinar calculo de impacto marginal tc mla mastercard en acquiring continuar explorar con pricing mlb pedido de programa de icnentivo para visa en mlb,67b2ab9448de85b830607fd0_3,67b2ab9448de85b830607fd0.json
,mejora planning,mejora continua y scheme enablers,Otra,67b2ab9448de85b830607fd0_2,67b2ab9448de85b830607fd0,CORP,2025-Q1,cálculo más detallado costo plazo presentación de resultados genova,67b2ab9448de85b830607fd0_2,67b2ab9448de85b830607fd0.json
,mejora planning,mejora continua y scheme enablers,Otra,67b2ab9448de85b830607fd0_1,67b2ab9448de85b830607fd0,CORP,2025-Q1,cerrar controles manuales y análisis fee de bandera,67b2ab9448de85b830607fd0_1,67b2ab9448de85b830607fd0.json
,mejora planning,mejora continua y scheme enablers,Visa,67b2ab9448de85b830607fd0_4,67b2ab9448de85b830607fd0,MLB,2025-Q1,follow-up notificación visa mlb retroactivo ic mcc case,67b2ab9448de85b830607fd0_4,67b2ab9448de85b830607fd0.json
,,mejora continua y scheme enablers,Otra,67af7c5f3aedbaf8299719c7_1,67af7c5f3aedbaf8299719c7,MLB,2025-Q1,nuevo caso virp genova mlb @martinabailo,67af7c5f3aedbaf8299719c7_1,67af7c5f3aedbaf8299719c7.json
,,mejora continua y scheme enablers,Otra,67af7c5f3aedbaf8299719c7_2,67af7c5f3aedbaf8299719c7,MLA,2025-Q1,temas abiertos genova mla flujo transferencias y fee de riesgo catch up legales,67af7c5f3aedbaf8299719c7_2,67af7c5f3aedbaf8299719c7.json
,scheme enablers,mejora continua y scheme enablers,Mastercard,67bc6b240f3dce495daefdf7_2,67bc6b240f3dce495daefdf7,CORP,2025-Q1,reunión presencial master p temas pendientes,67bc6b240f3dce495daefdf7_2,67bc6b240f3dce495daefdf7.json
,scheme enablers,mejora continua y scheme enablers,Otra,67bc6b240f3dce495daefdf7_1,67bc6b240f3dce495daefdf7,MLA,2025-Q1,aft mla mesa turco hoqui negocio site para respuesta,67bc6b240f3dce495daefdf7_1,67bc6b240f3dce495daefdf7.json
,scheme enablers,mejora continua y scheme enablers,Otra,67bc6b240f3dce495daefdf7_3,67bc6b240f3dce495daefdf7,MLU,2025-Q1,fup licencia emicora mlu discovery marcas génova mlco,67bc6b240f3dce495daefdf7_3,67bc6b240f3dce495daefdf7.json
,,mejora continua y scheme enablers,"Visa, Mastercard",67c84147254a82dd28bdd643_3,67c84147254a82dd28bdd643,MLM,2025-Q1,cerrar presentacion de visa y mastercard regionales + competitividad mlm feb25,67c84147254a82dd28bdd643_3,67c84147254a82dd28bdd643.json
,,mejora continua y scheme enablers,Visa,67c84c1aadb833e7a119710e_2,67c84c1aadb833e7a119710e,CORP,2025-Q1,reunión con joaco braceras por mandate visa actualización de precios de vrol y posibles next steps regionales,67c84c1aadb833e7a119710e_2,67c84c1aadb833e7a119710e.json
,,mejora continua y scheme enablers,Mastercard,67c84147254a82dd28bdd643_1,67c84147254a82dd28bdd643,MLC,2025-Q1,iniciar control y gestion de fee de bandera + apertura de be mastercard mlc transaccionales por tipo de captura,67c84147254a82dd28bdd643_1,67c84147254a82dd28bdd643.json
,,mejora continua y scheme enablers,Otra,67c84147254a82dd28bdd643_2,67c84147254a82dd28bdd643,MLB,2025-Q1,resultados genova febrero 2025 - seguir con analisis costo plazo (mlb),67c84147254a82dd28bdd643_2,67c84147254a82dd28bdd643.json
,,mejora continua y scheme enablers,Otra,67c84c1aadb833e7a119710e_3,67c84c1aadb833e7a119710e,CORP,2025-Q1,reunión con team de ia para revisar en conjunto lo que subió la herramienta con relación a los mandates de febrero,67c84c1aadb833e7a119710e_3,67c84c1aadb833e7a119710e.json
,,mejora continua y scheme enablers,Visa,67c84c1aadb833e7a119710e_1,67c84c1aadb833e7a119710e,MLA,2025-Q1,respuesta nca por visa aft en mla y definir plan de acción defensa visa relacionada a que el cobro p2p no es un sobrecargo,67c84c1aadb833e7a119710e_1,67c84c1aadb833e7a119710e.json
,,mejora continua y scheme enablers,Visa,67c84147254a82dd28bdd643_4,67c84147254a82dd28bdd643,MLM,2025-Q1,cerrar proyecciones prosa visa mlm -para compartir con visa,67c84147254a82dd28bdd643_4,67c84147254a82dd28bdd643.json
,scheme enablers,mejora continua y scheme enablers,Otra,67cb485297b14767443b132b_1,67cb485297b14767443b132b,CORP,2025-Q1,response AFT + FUP sobrecargos,67cb485297b14767443b132b_1,67cb485297b14767443b132b.json
,scheme enablers,mejora continua y scheme enablers,Visa,67cb485297b14767443b132b_2,67cb485297b14767443b132b,MLB,2025-Q1,solicitud de una extensión del plazo de implementación (deferral) para el aumento de costos de chargebacks previsto por Visa para MLB y MLA para el 1.4.,67cb485297b14767443b132b_2,67cb485297b14767443b132b.json
,planning y mejora continua,mejora continua y scheme enablers,Otra,67ced39484c70527cc271192_3,67ced39484c70527cc271192,MLM,2025-Q1,competitividad génova mlm presentación pau objetivo mostrar impacto en acquiring por elección de tc mla validar previo con team cards,67ced39484c70527cc271192_3,67ced39484c70527cc271192.json
,scheme enablers,mejora continua y scheme enablers,Otra,67cb485297b14767443b132b_3,67cb485297b14767443b132b,MLM,2025-Q1,1:1 con Vero MLM y Ale MLA por alineaciones pendientes + Monthly Deck + novedades de banderas + looker scheme enablers,67cb485297b14767443b132b_3,67cb485297b14767443b132b.json
,planning y mejora continua,mejora continua y scheme enablers,Otra,67ced39484c70527cc271192_1,67ced39484c70527cc271192,CORP,2025-Q1,resultados génova febrero 2025,67ced39484c70527cc271192_1,67ced39484c70527cc271192.json
,planning y mejora continua,mejora continua y scheme enablers,Otra,67ced39484c70527cc271192_4,67ced39484c70527cc271192,MLA,2025-Q1,chargebacks mla explorar impacto de mejor performance a través de génova,67ced39484c70527cc271192_4,67ced39484c70527cc271192.json
,planning y mejora continua,mejora continua y scheme enablers,Otra,67ced39484c70527cc271192_2,67ced39484c70527cc271192,CORP,2025-Q1,control y gestión de fee de bandera emisión y génova presentación pau objetivo mostrar diferencias entre precios de banderas,67ced39484c70527cc271192_2,67ced39484c70527cc271192.json
,scheme enablers,mejora continua y scheme enablers,Mastercard,67d46a8d9304675ca021b355_3,67d46a8d9304675ca021b355,CORP,2025-Q1,sesión con mastercard por revisión conceptos qmr,67d46a8d9304675ca021b355_3,67d46a8d9304675ca021b355.json
,scheme enablers,mejora continua y scheme enablers,Mastercard,67d46a8d9304675ca021b355_2,67d46a8d9304675ca021b355,CORP,2025-Q1,fup mail mastercard por renovación collateral,67d46a8d9304675ca021b355_2,67d46a8d9304675ca021b355.json
,planning y mejora,mejora continua y scheme enablers,otra,67d7a1e56034c4d15ab0eda2_1,67d7a1e56034c4d15ab0eda2,MLA,2025-Q1,cerrar resultados genova feb-24 + presentación de resultados + costo plazo + competitividad mla (foco mcc incentivados - smart routing),67d7a1e56034c4d15ab0eda2_1,67d7a1e56034c4d15ab0eda2.json
,planning y mejora,mejora continua y scheme enablers,otra,67d7a1e56034c4d15ab0eda2_4,67d7a1e56034c4d15ab0eda2,CORP,2025-Q1,seguimiento a finops + impacto 3ds (estimación en base al a/b testing de rodri b.),67d7a1e56034c4d15ab0eda2_4,67d7a1e56034c4d15ab0eda2.json
,scheme enablers,mejora continua y scheme enablers,Otra,67d46a8d9304675ca021b355_1,67d46a8d9304675ca021b355,MLM,2025-Q1,qoc mlm y mla (mexico viernes y reunión para definir next steps visita mayo mla),67d46a8d9304675ca021b355_1,67d46a8d9304675ca021b355.json
,planning y mejora,mejora continua y scheme enablers,otra,67d7a1e56034c4d15ab0eda2_2,67d7a1e56034c4d15ab0eda2,MLC,2025-Q1,fee de bandera emisión + controles manuales all + fees mlc cnp / cp,67d7a1e56034c4d15ab0eda2_2,67d7a1e56034c4d15ab0eda2.json
,planning y mejora,mejora continua y scheme enablers,otra,67d7a1e56034c4d15ab0eda2_3,67d7a1e56034c4d15ab0eda2,MLM,2025-Q1,competitividad mlm + calculo de fee de bandera para big sellers según transaccionalidad,67d7a1e56034c4d15ab0eda2_3,67d7a1e56034c4d15ab0eda2.json
,,mejora continua y scheme enablers,Mastercard,67e161ae32b538efd030bbf7_1,67e161ae32b538efd030bbf7,MLC,2025-Q1,"afinar cálculo de fee master mlc cp/cnp, estructurar análisis de tpv rechazado en emisión internacional",67e161ae32b538efd030bbf7_1,67e161ae32b538efd030bbf7.json
,,mejora continua y scheme enablers,Otra,67e161ae32b538efd030bbf7_3,67e161ae32b538efd030bbf7,MLA,2025-Q1,continuar análisis de costos de genova por big seller (foco mla) + cerrar presen competitividad mlm con ayuda de cams,67e161ae32b538efd030bbf7_3,67e161ae32b538efd030bbf7.json
,,mejora continua y scheme enablers,Otra,67e161ae32b538efd030bbf7_4,67e161ae32b538efd030bbf7,MLC,2025-Q1,alinear cotizador / simulador de pricing para mlc + analizar flujo cross marketplace mla,67e161ae32b538efd030bbf7_4,67e161ae32b538efd030bbf7.json
,,mejora continua y scheme enablers,Otra,67e1f4d9134d15ca10500efb_3,67e1f4d9134d15ca10500efb,MLA,2025-Q1,x border mla assessment rules + posibles multas + cómo hacemos en otros mercados,67e1f4d9134d15ca10500efb_3,67e1f4d9134d15ca10500efb.json
,,mejora continua y scheme enablers,Otra,67e161ae32b538efd030bbf7_2,67e161ae32b538efd030bbf7,CORP,2025-Q1,rediseño weekly genova + primera versión de forecast para genova,67e161ae32b538efd030bbf7_2,67e161ae32b538efd030bbf7.json
,,mejora continua y scheme enablers,Otra,67e1f4d9134d15ca10500efb_2,67e1f4d9134d15ca10500efb,MLA,2025-Q1,fup auditoría mla visibilidad y comenzar armado de script,67e1f4d9134d15ca10500efb_2,67e1f4d9134d15ca10500efb.json
,,mejora continua y scheme enablers,Otra,67e1f4d9134d15ca10500efb_1,67e1f4d9134d15ca10500efb,MLB,2025-Q1,reunión ale atar por track transferencias p2p para estructurar las opciones de endgame riesgos y oportunidades estrategia sostenible para el uso de tarjetas en transferencias + reunión mensual legales mlb + reunión mensual legales x,67e1f4d9134d15ca10500efb_1,67e1f4d9134d15ca10500efb.json
,,mejora continua y scheme enablers,Otra,67e70b6fea3c96b4fbeddb7e_2,67e70b6fea3c96b4fbeddb7e,MLA,2025-Q1,inicio preparación auditoría mla; revisión 8 qs anteriores con @alvaronoriega88 y comienzo armado script,67e70b6fea3c96b4fbeddb7e_2,67e70b6fea3c96b4fbeddb7e.json
,,mejora continua y scheme enablers,Otra,67e70b6fea3c96b4fbeddb7e_1,67e70b6fea3c96b4fbeddb7e,MLA,2025-Q1,visibilidad assessment x border payments mla & next steps,67e70b6fea3c96b4fbeddb7e_1,67e70b6fea3c96b4fbeddb7e.json
,mejora y planning,mejora continua y scheme enablers,Otra,67e959e0dd9b00288eae4eba_3,67e959e0dd9b00288eae4eba,MLA,2025-Q1,seguimos con el análisis de costos de génova individualizados de big sellers en mla + diseño de seguimiento y control de razonabilidad prosa @noelialoza3,67e959e0dd9b00288eae4eba_3,67e959e0dd9b00288eae4eba.json
,,mejora continua y scheme enablers,Mastercard,67e70b6fea3c96b4fbeddb7e_3,67e70b6fea3c96b4fbeddb7e,MLB,2025-Q1,pendientes: cerrar número actualización collateral mastercard (75 m) + mesa con negocio credits mlb (negociación incentivos + next steps visa) + revisión contratos pendientes (anexo prosa & others) + cierre kpis se 2024.,67e70b6fea3c96b4fbeddb7e_3,67e70b6fea3c96b4fbeddb7e.json
,mejora y planning,mejora continua y scheme enablers,Otra,67e959e0dd9b00288eae4eba_2,67e959e0dd9b00288eae4eba,CORP,2025-Q1,empezar cálculo resultados génova mar-25 +  empezar a preparar qbr 25q1 + forecast 2025 @antonelamutti1,67e959e0dd9b00288eae4eba_2,67e959e0dd9b00288eae4eba.json
,mejora y planning,mejora continua y scheme enablers,Mastercard,67e959e0dd9b00288eae4eba_1,67e959e0dd9b00288eae4eba,MLA,2025-Q1,empezar descargas y análisis de facturas mastecard + seguimiento finops + revisar controles de tc mla @camilaprandi,67e959e0dd9b00288eae4eba_1,67e959e0dd9b00288eae4eba.json
,,mejora continua y scheme enablers,Otra,67f02a4ad5409ac2aa2f7374_2,67f02a4ad5409ac2aa2f7374,CORP,2025-Q2,rochi - milo first steps notebook @milonguita_ok,67f02a4ad5409ac2aa2f7374_2,67f02a4ad5409ac2aa2f7374.json
,mejora planning,mejora continua y scheme enablers,Otra,67f31fff73b83431e43aa89a_3,67f31fff73b83431e43aa89a,MLA,2025-Q2,calculo fee de bandera prosa continuar deck de calculo diferenciado de fee de bandera por seller mla,67f31fff73b83431e43aa89a_3,67f31fff73b83431e43aa89a.json
,mejora planning,mejora continua y scheme enablers,Otra,67f31fff73b83431e43aa89a_4,67f31fff73b83431e43aa89a,MLA,2025-Q2,pifo cálculo de impacto económico estimado diseño controles tarjeta mla,67f31fff73b83431e43aa89a_4,67f31fff73b83431e43aa89a.json
